Theta2,3.767,3.77515,3.7833,3.79145,3.7996,3.80775,3.8159,3.82405,3.8322,3.84035,3.8485,3.85665,3.8648,3.87295,3.8811,3.88925,3.8974,3.90555,3.9137,3.92185,3.93,3.93815,3.9463,3.95445,3.9626
3.8637,1.28711,1.70714,1.23564,1.1199,1.27404,1.22905,1.33043,1.47793,1.04318,1.20327,1.53123,1.53126,1.54921,1.30707,1.42845,1.48383,1.56198,1.1536,1.38251,1.44422,1.74726,1.66028,1.61718,1.37179,1.41051
3.87193,1.46485,1.63406,1.51313,1.28636,1.36386,1.21836,1.48809,1.06809,1.49488,1.24375,1.3607,1.4805,1.56089,1.42197,1.45809,1.06614,1.41375,1.13588,1.54008,1.55425,1.18173,1.49745,1.52556,1.47059,1.96885
3.88015,1.51653,1.27171,1.91062,1.39327,0.958571,1.11362,1.25105,1.28127,1.29278,1.44696,1.2357,1.3259,1.40775,1.16697,1.31582,1.89741,1.65382,1.29688,1.42088,1.25499,1.3957,1.61107,1.71915,1.20464,1.44348
3.88837,1.28981,1.42701,1.00548,1.13831,1.19776,1.42707,1.09921,1.61919,1.14341,1.72991,1.13729,1.25256,1.68909,1.23858,1.19089,1.29495,1.81698,1.18878,1.69452,1.74751,1.65807,1.4647,1.2734,1.21952,1.01417
3.8966,1.55206,1.16831,1.28253,1.33953,0.936255,1.492,1.15074,1.57658,1.11267,1.44798,1.37161,1.36425,1.70957,1.46165,1.67224,1.19124,1.3211,1.94487,1.19432,1.21655,1.92206,1.138,1.29438,1.38353,1.72775
3.90483,1.44359,1.46386,1.19556,1.58058,1.19891,1.44878,0.658041,1.44679,1.38839,1.35298,1.28967,0.895895,1.34565,1.57882,1.35255,1.30816,1.21331,1.38964,1.46312,1.55313,1.55934,1.50071,1.46944,1.30808,1.36274
3.91305,1.35562,1.96107,1.26463,1.42194,1.47538,1.52906,1.30918,1.49087,1.31244,1.4011,1.34258,1.27625,1.21937,1.43606,1.60157,1.27874,1.06128,1.651,1.26839,1.20761,1.63715,1.31087,1.6598,1.57194,1.45894
3.92128,1.13181,1.77643,1.18935,1.41751,1.39922,1.33631,1.2167,1.29475,1.24471,1.36845,1.63465,1.53912,0.929067,1.61743,1.69736,1.72501,1.34287,1.74805,1.51867,1.38389,1.36539,1.34902,1.13939,1.63215,1.67604
3.9295,1.32129,1.30365,1.58668,1.10683,1.2862,1.42754,1.42434,1.41106,1.43536,1.49115,1.62419,1.67813,1.27935,0.809529,1.40381,1.30366,1.46721,1.37208,1.37105,1.29036,1.36661,1.38054,1.61919,1.39225,1.64245
3.93773,1.77592,1.58418,1.54965,1.30351,1.49859,1.27424,2.00081,1.22477,1.52035,1.41009,1.30285,1.43819,1.3157,1.29502,1.57199,1.65073,2.06256,1.58237,1.56739,1.81331,1.43747,1.85308,1.58641,1.44856,1.25062
3.94595,1.37264,1.58148,1.3571,1.35105,1.41066,1.11251,1.31613,1.61303,0.979121,1.40919,1.50113,1.14835,1.32549,1.06911,1.55146,0.928951,1.39238,1.34328,1.44279,1.62759,1.57648,1.41392,1.2798,1.94842,1.61925
3.95418,1.5724,1.13278,1.47718,1.06864,1.19451,1.70383,1.36043,1.02797,1.70389,1.54725,1.09798,1.47038,1.66764,1.31342,1.6343,1.01192,1.3179,1.49414,1.1903,1.43544,1.46249,1.39116,1.76447,1.45816,1.54136
3.9624,1.52151,1.38718,1.32298,1.3405,1.37779,1.41358,1.35019,1.07124,1.49596,1.58438,1.03448,1.35916,1.17105,1.39466,1.28253,1.75024,1.61201,1.41973,1.58839,1.44876,1.67135,1.11993,1.44794,1.5325,1.58591
